TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA;23/03/2004;Genérico;125680098;31/03/2014;25351052700200300;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS;73856593000166 - PRATI DONADUZZI & CIA LTDA;CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA
MEDICAMENTO;CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA;16/04/2003;Genérico;104971261;30/04/2028;25351214442200200;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA
MEDICAMENTO;CLORIDRATO DE CLOMIPRAMINA;21/06/2004;Genérico;105830354;30/06/2029;25351042703200300;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;CLORIDRATO DE CLOMIPRAMINA
MEDICAMENTO;CLORIDRATO DE CLOMIPRAMINA;12/04/2004;Genérico;102350673;30/04/2029;25351042445200300;ANTIDEPRESSIVOS;57507378000365 - EMS S/A;CLORIDRATO DE CLOMIPRAMINA
MEDICAMENTO;CLORIDRATO DE CLOMIPRAMINA;27/05/2019;Genérico;100470620;31/05/2029;25351119180201900;ANTIDEPRESSIVOS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CLOMIPRAMINA
MEDICAMENTO;CLORIDRATO DE CLOMIPRAMINA;06/10/2014;Genérico;110390187;31/10/2029;25351371083201400;ANTIDEPRESSIVOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;CLORIDRATO DE CLOMIPRAMINA
MEDICAMENTO;CLORIDRATO DE CLOMIPRAMINA (PORT. 344/98 LISTA C1);14/02/2011;Genérico;167730263;31/08/2029;25351674646201000;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CLOMIPRAMINA
MEDICAMENTO;CLORIDRATO DE CLONIDINA;20/05/2019;Genérico;103110173;31/05/2029;25351778654201500;ANALGESICOS;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;CLORIDRATO DE CLONIDINA
MEDICAMENTO;CLORIDRATO DE CLORPROMAZINA;09/03/2020;Genérico;114020089;31/03/1930;25351240687201300;NEUROLEPTICOS;06629745000109 - NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CLORPROMAZINA
MEDICAMENTO;CLORIDRATO DE CLORPROMAZINA;04/01/2010;Genérico;103870064;31/01/2025;25351139690200800;NEUROLEPTICOS;17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;CLORIDRATO DE CLORPROMAZINA
MEDICAMENTO;CLORIDRATO DE CLORPROMAZINA;24/09/2018;Genérico;102980474;30/09/2028;25351658906201700;NEUROLEPTICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CLORIDRATO DE CLORPROMAZINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;23/11/2015;Genérico;104971391;30/11/2025;25351690647201400;HIPNOTICOS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;11/06/2018;Genérico;102980466;30/06/2028;25351810594201600;HIPNOTICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;14/08/2017;Genérico;121100421;31/08/2027;25351170415201700;HIPNOTICOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;10/09/2018;Genérico;155620051;30/09/2028;25351776255201500;HIPNOTICOS;05439635000103 - ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;07/05/2018;Genérico;151670051;31/05/2028;25351330548201500;HIPNOTICOS;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;13/08/2020;Genérico;107140274;31/08/1930;25351611435202000;HIPNOTICOS;61068755000112 - SANVAL COMÉRCIO E INDÚSTRIA LTDA;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;18/02/2019;Genérico;105730662;31/03/2027;25351860760201800;HIPNOTICOS;60659463002992 - Aché Laboratórios Farmacêuticos S.A;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;23/04/2018;Genérico;100431233;30/04/2028;25351175669201700;HIPNOTICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DEXMEDETOMIDINA;21/05/2018;Genérico;193570001;31/05/2028;25351817667201600;HIPNOTICOS;14665928000108 - VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACÊUTICOS LTDA;CLORIDRATO DE DEXMEDETOMIDINA
MEDICAMENTO;CLORIDRATO DE DILTIAZEM;13/04/2020;Genérico;103700744;30/04/1930;25351054316202000;ANTIANGINOSOS E VASODILATADORES;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;CLORIDRATO DE DILTIAZEM;13/03/2017;Genérico;167730528;31/03/2027;25351061785201700;ANTIANGINOSOS E VASODILATADORES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;CLORIDRATO DE DILTIAZEM;05/12/2016;Genérico;126750239;31/12/2026;25351545195201500;ANTIANGINOSOS E VASODILATADORES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;CLORIDRATO DE DILTIAZEM;13/03/2017;Genérico;105830882;31/03/2027;25351061784201700;ANTIANGINOSOS E VASODILATADORES;45992062000165 - GERMED FARMACEUTICA LTDA;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;CLORIDRATO DE DILTIAZEM;16/01/2006;Genérico;123520188;31/01/2026;25351252703200500;ANTIANGINOSOS E VASODILATADORES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;CLORIDRATO DE DILTIAZEM;20/01/2005;Genérico;102350740;31/01/2025;25351225469200400;ANTIANGINOSOS E VASODILATADORES;57507378000365 - EMS S/A;CLORIDRATO DE DILTIAZEM
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;14/05/2007;Genérico;114020050;31/05/2027;25351499198200600;MEDICAMENTOS C/ ACAO NO MIOCARDIO;06629745000109 - NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;09/01/2017;Genérico;116370139;31/01/2027;25351467662201600;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;58430828000160 - BLAU FARMACÊUTICA S.A.;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;17/09/2012;Genérico;103700582;30/09/2027;25351584425201000;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;18/07/2016;Genérico;155620044;31/07/2026;25351944617201600;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;05439635000103 - ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;22/05/2006;Genérico;103870057;31/05/2026;25351072824200600;MEDICAMENTOS C/ ACAO NO MIOCARDIO;17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;10/02/2016;Genérico;103460018;28/02/2026;25351768337201500;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;47231121000108 - BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DOBUTAMINA;10/05/2005;Genérico;113430117;31/05/2025;25351171790200400;MEDICAMENTOS C/ ACAO NO MIOCARDIO;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;CLORIDRATO DE DOBUTAMINA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;12/08/2019;Genérico;156490013;31/08/2029;25351301607201300;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05399786000185 - UNICHEM FARMACÊUTICA DO BRASIL LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;25/05/2020;Genérico;100681171;31/05/1930;25351174737202000;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;06/12/2010;Genérico;100470488;31/12/2025;25351315154200900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;01/04/2019;Genérico;102351293;30/04/2029;25351681671201700;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;57507378000365 - EMS S/A;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;19/04/2010;Genérico;105250042;30/04/2025;25351719827200800;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;33078528000132 - TORRENT DO BRASIL LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;21/05/2012;Genérico;112090138;31/05/2027;25351223648201100;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;21/05/2012;Genérico;102980393;31/05/2027;25351223523201100;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;17/06/2019;Genérico;154230292;30/06/2029;25351001079201500;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;25/02/2019;Genérico;105730668;31/10/2027;25351860765201800;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;60659463002992 - Aché Laboratórios Farmacêuticos S.A;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;09/03/2020;Genérico;126750378;31/03/1930;25351687616201900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;07/10/2019;Genérico;155840571;31/10/2029;25351329220201900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;21/05/2012;Genérico;110390161;31/05/2027;25351223528201100;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;21/10/2019;Genérico;143810241;31/10/2029;25351465069201200;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;02814497000107 - CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;18/03/2019;Genérico;156510072;31/03/2029;25351367266201300;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;27/10/2008;Genérico;123520208;31/10/2028;25351457252200700;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CLORIDRATO DE DONEPEZILA + DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA;29/06/2020;Genérico;151430055;30/06/1930;25351300629202000;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA;16/03/2020;Genérico;105730736;31/03/1930;25351733963201900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;60659463002992 - Aché Laboratórios Farmacêuticos S.A;CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA
MEDICAMENTO;CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA;11/11/2019;Genérico;101180627;30/11/2029;25351853499201800;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;62462015000129 - APSEN FARMACEUTICA S/A;CLORIDRATO DE DONEPEZILA + CLORIDRATO DE MEMANTINA
MEDICAMENTO;CLORIDRATO DE DOPAMINA;10/05/2005;Genérico;113430116;31/05/2025;25351171769200400;VASOCONSTRITORES E HIPERTENSORES;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;CLORIDRATO DE DOPAMINA
MEDICAMENTO;CLORIDRATO DE DOPAMINA;02/12/2019;Similar;103870079;31/12/2029;25351521380201900;VASOCONSTRITORES E HIPERTENSORES;17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;CLORIDRATO DE DOPAMINA
MEDICAMENTO;CLORIDRATO DE DOPAMINA;31/05/2001;Genérico;104971198;31/05/2026;253510028120140;VASOCONSTRITORES E HIPERTENSORES;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CLORIDRATO DE DOPAMINA
MEDICAMENTO;CLORIDRATO DE DOPAMINA;21/01/2003;Genérico;103700395;31/01/2028;25351184956200200;VASOCONSTRITORES E HIPERTENSORES;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE DOPAMINA
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA;09/01/2017;Genérico;105830861;31/01/2027;25351467643201600;ANTIGLAUCOMATOSOS;45992062000165 - GERMED FARMACEUTICA LTDA;CLORIDRATO DE DORZOLAMIDA
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA;09/01/2017;Genérico;126750260;31/01/2027;25351463989201600;ANTIGLAUCOMATOSOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CLORIDRATO DE DORZOLAMIDA
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA;14/01/2019;Genérico;105730578;31/10/2028;25351691135201800;ANTIGLAUCOMATOSOS;60659463002992 - Aché Laboratórios Farmacêuticos S.A;CLORIDRATO DE DORZOLAMIDA
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA;11/05/2009;Genérico;102350949;31/05/2029;25351372775200800;ANTIGLAUCOMATOSOS;57507378000365 - EMS S/A;CLORIDRATO DE DORZOLAMIDA
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL;24/10/2016;Genérico;155840531;31/10/2026;25351264344201600;ANTIGLAUCOMATOSOS;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL;24/08/2009;Genérico;103700529;31/08/2029;25351047571200900;ANTIGLAUCOMATOSOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL;02/01/2017;Genérico;167730494;31/01/2027;25351496930201600;ANTIGLAUCOMATOSOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL;23/01/2017;Genérico;126750265;31/01/2027;25351496831201600;ANTIGLAUCOMATOSOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL;02/01/2017;Genérico;105830853;31/01/2027;25351496853201600;ANTIGLAUCOMATOSOS;45992062000165 - GERMED FARMACEUTICA LTDA;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL
MEDICAMENTO;CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL;13/04/2009;Genérico;102350944;30/04/2029;25351372287200800;ANTIGLAUCOMATOSOS;57507378000365 - EMS S/A;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL
MEDICAMENTO;CLORIDRATO DE DOXICICLINA;20/06/2011;Genérico;167730334;30/09/2029;25351671215201000;CLASSE DAS TETRACICLINAS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DOXICICLINA
MEDICAMENTO;CLORIDRATO DE DOXICICLINA;18/02/2019;Genérico;103700729;28/02/2029;25351617954201800;CLASSE DAS TETRACICLINAS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE DOXICICLINA
MEDICAMENTO;CLORIDRATO DE DOXICICLINA;20/10/2015;Genérico;141070098;31/10/2025;25351443440201500;ANTIBIOTICOS SISTEMICOS SIMPLES;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;CLORIDRATO DE DOXICICLINA
MEDICAMENTO;CLORIDRATO DE DOXICICLINA;25/04/2002;Genérico;123520087;30/04/2027;253510216260182;CLASSE DAS TETRACICLINAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CLORIDRATO DE DOXICICLINA
MEDICAMENTO;CLORIDRATO DE DOXICICLINA;09/08/2000;Genérico;102350462;31/08/2025;253510153530056;CLASSE DAS TETRACICLINAS;57507378000365 - EMS S/A;CLORIDRATO DE DOXICICLINA
MEDICAMENTO;CLORIDRATO DE DOXORRUBICINA;10/03/2006;Genérico;110130232;31/03/2026;25351461037200500;ANTIBIOTICOS ANTINEOPLASICOS;44363661000157 - GLENMARK FARMACÊUTICA LTDA;CLORIDRATO DE DOXORRUBICINA
MEDICAMENTO;CLORIDRATO DE DOXORRUBICINA;06/03/2001;Genérico;100430004;31/03/2026;253510191610037;ANTIBIOTICOS ANTINEOPLASICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CLORIDRATO DE DOXORRUBICINA
MEDICAMENTO;CLORIDRATO DE DOXORRUBICINA;02/07/2018;Genérico;155370063;31/07/2028;25351464762201100;ANTINEOPLASICO;64171697000146 - ACCORD FARMACÊUTICA LTDA;CLORIDRATO DE DOXORRUBICINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;28/05/2018;Genérico;100431239;31/05/2028;25351118928201400;ANTIDEPRESSIVOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;17/02/2020;Genérico;123520262;28/02/1930;25351326771201400;ANTIDEPRESSIVOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;17/06/2013;Genérico;102351088;30/06/2028;25351435299201200;ANTIDEPRESSIVOS;57507378000365 - EMS S/A;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;28/01/2019;Genérico;100470616;31/01/2029;25351679450201800;ANTIDEPRESSIVOS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;24/12/2018;Genérico;100681159;31/12/2028;25351393134201400;ANTIDEPRESSIVOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;20/04/2020;Genérico;105830973;30/04/1930;25351653011201900;ANTIDEPRESSIVOS;45992062000165 - GERMED FARMACEUTICA LTDA;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;08/06/2020;Genérico;104920243;30/06/1930;25351511956201400;ANTIDEPRESSIVOS;33150764000112 - BIOLAB FARMA GENERICOS LTDA;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;20/01/2020;Genérico;167730639;31/01/1930;25351653008201900;ANTIDEPRESSIVOS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE DULOXETINA;21/01/2019;Genérico;105730603;31/08/2025;25351849207201800;ANTIDEPRESSIVOS;60659463002992 - Aché Laboratórios Farmacêuticos S.A;CLORIDRATO DE DULOXETINA
MEDICAMENTO;CLORIDRATO DE EPIRRUBICINA;20/07/2009;Genérico;155370015;31/07/2029;25351840177200800;ANTIBIOTICOS ANTINEOPLASICOS;64171697000146 - ACCORD FARMACÊUTICA LTDA;CLORIDRATO DE EPIRRUBICINA
MEDICAMENTO;CLORIDRATO DE EPIRRUBICINA;24/08/2020;Genérico;149320018;31/08/1930;25351334420202000;ANTIBIOTICOS ANTINEOPLASICOS;03959540000195 - CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;CLORIDRATO DE EPIRRUBICINA
MEDICAMENTO;CLORIDRATO DE ERLOTINIBE;31/12/2018;Genérico;100470615;31/12/2028;25351687334201700;AGENTES ANTINEOPLÁSICOS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE ERLOTINIBE
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;14/12/2020;Similar;102351361;31/12/1930;25351071659202000;ANTI-HISTAMINICOS SISTEMICOS;57507378000365 - EMS S/A;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;27/04/2020;Genérico;126750383;30/04/1930;25351719547201900;ANTI-HISTAMINICOS SISTEMICOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;13/04/2020;Genérico;100431305;30/04/1930;25351021296202000;ANTI-HISTAMINICOS SISTEMICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;19/08/2019;Genérico;102351309;31/08/2029;25351174755201700;ANTI-HISTAMÍNICOS PARA USO SISTÊMICO;57507378000365 - EMS S/A;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;12/03/2018;Genérico;143810203;31/03/2028;25351749127201300;ANTI-HISTAMINICOS SISTEMICOS;02814497000107 - CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;02/07/2018;Genérico;104810139;31/07/2028;25351058471201400;ANTI-HISTAMINICOS SISTEMICOS;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;20/01/2014;Genérico;156490006;31/01/2029;25351337320200900;ANTI-HISTAMINICOS SISTEMICOS;05399786000185 - UNICHEM FARMACÊUTICA DO BRASIL LTDA;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;09/03/2020;Genérico;103700742;31/03/1930;25351388078201900;ANTI-HISTAMINICOS SISTEMICOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;25/11/2019;Genérico;183260407;30/11/2029;25351501823201900;ANTI-HISTAMINICOS SISTEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;21/10/2019;Genérico;167730630;31/10/2029;25351457533201900;ANTI-HISTAMÍNICOS PARA USO SISTÊMICO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA;27/08/2003;Genérico;123520142;31/08/2028;25351011321200300;ANTI-HISTAMINICOS SISTEMICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CLORIDRATO DE FEXOFENADINA
MEDICAMENTO;CLORIDRATO DE FEXOFENADINA + CLORIDRATO DE PSEUDOEFEDRINA;14/12/2020;Similar;102351362;31/12/1930;25351071804202000;ANTI-HISTAMINICOS SISTEMICOS;57507378000365 - EMS S/A;CLORIDRATO DE FEXOFENADINA + CLORIDRATO DE PSEUDOEFEDRINA
MEDICAMENTO;CLORIDRATO DE FINGOLIMODE;07/05/2018;Genérico;155730040;31/05/2028;25351545165201700;AGENTE IMUNOSUPRESSOR;05333542000108 - TEVA FARMACÊUTICA LTDA.;cloridrato de fingolimode
